store_name,hp_url,tel_num,area
竜泉寺の湯 草加谷塚店,http://ryusenjinoyu.com/souka/,048-926-1126,埼玉県草加市谷塚上町476
丘の上温泉「富士」岩盤風呂（閉館しました）,,0138-36-5300,北海道函館市高松町575-7
久喜 ささらの癒（閉館しました）,http://sasaranoyu.jp,0480-24-3388,埼玉県久喜市本町8-5-35
岩盤温浴健康館 温ゆうゆう（閉館しました）,,048-981-0493,埼玉県吉川市平沼1-25-13
新穂高アルペン浴場（閉館しました）,,,岐阜県高山市奥飛騨温泉郷新穂高温泉
小山町健康福祉会館 ふじみセンター（閉館しました）,,0550-76-6666,静岡県駿東郡小山町小山75-7
メトロポリタン倶楽部（旧　メトロヒルズ三重　嬉野温泉）（閉館しました）,http://www.metropolitanclub.jp/,0598-42-5656,三重県松阪市嬉野釜生田町1180
尼崎やまとの湯（閉館しました）,http://www.yamatonoyu.co.jp/all/amagasaki/,06-6488-4126,兵庫県尼崎市東七松町2-4-32
アサヒ温泉下郡店（閉館しました）,,塩化物泉,大分県大分市下郡七歩1716-8
鵜の木天然温泉 第三松の湯（閉館しました）,,03-3758-2845,東京都大田区鵜の木2-11-11
ゆうばり温泉ユーパロの湯（旧 夕張温泉 夕鹿の湯）,https://www.facebook.com/yuparonoyu/,0123-57-7726,北海道夕張市日吉14
ぬくいの湯（閉館しました）,,058-323-8107,岐阜県本巣市政田下西浦1939
池上温泉（閉館しました）,,03-3753-0455,東京都大田区西蒲田2-1-7
風呂一休（閉館しました）,,027-251-0101,群馬県前橋市江田町110
ミネラル光明石温泉 華の湯（閉館しました）,,027-287-1126,群馬県前橋市天川大島町1254-4
新戸倉温泉温泉 戸倉メリーランド白鳥園（閉館しました）,,026-275-0400,長野県千曲市大字戸倉2254
伊川温泉センター(閉館しました）,http://ikawaonsen-center.com/,0948-23-0857,福岡県飯塚市伊川148-1
サイタマ健康ランド（閉館しました）,,24時間,埼玉県熊谷市久保島北浦939
大船ラドン温泉（閉館しました）,http://www.ofuna-radononsen.com/,045-851-1526,神奈川県横浜市栄区田谷町1459
健康センタークオレ（閉館しました）,,076-247-4137,石川県金沢市伏見台1-6-13
富士健康センター(閉館しました),,0555-76-6341,山梨県南都留郡富士河口湖町河口宮ノ上1160-2
スーパー銭湯ゆ～ゆ～えびす【閉館しました】,,082-845-2617,広島県広島市安佐北区深川8-2-37
天然温泉・ バンブー健康ランド(閉館しました),http://wacoh.ftw.jp/u5879.html,0846-22-7800,広島県竹原市竹原町2304-25
第二石原浴場（閉館しました）,,03-3334-8402,東京都杉並区宮前4-6-13
仙人風呂（閉館しました）,,047-478-1126,千葉県習志野市本大久保1-5-2
フォレスパ木曽 温泉館 恋路の湯(閉館しました),,0264-55-3331,長野県木曽郡大桑村野尻939-58
やまとの湯 安芸府中店（閉館しました）,http://www.yamatonoyu.co.jp/all/akifuchu/,082-288-4126,広島県安芸郡府中町新地2-17
かんぽの宿 美作湯郷（閉館しました）,,,岡山県美作市中山674-7
旅館藤や（閉館しました）,,0153-78-2341,北海道標津郡中標津町養老牛温泉521
湯あそびひろばおぷろ（閉館しました）,,022-277-0026,宮城県仙台市青葉区南吉成3-1-31
横森温泉パルコ（閉館しました）,,018-836-4126,秋田県秋田市横森3-11-1
五浦温泉 天心乃湯（閉館しました）,,0293-30-2611,茨城県北茨城市大津町長濱2102
辰己湯（閉館しました）,http://www.kaiseiyokujou.com/tatsumiyu/,03-3753-6901,東京都大田区西蒲田1-16-14
ビレッジ美合館(閉館しました),http://www.miaikan.co.jp/,0877-84-2001,香川県仲多度郡まんのう町勝浦1
亜細亜旅情温泉 月ノホタル(閉館しました),,,熊本県菊池市泗水町田島島田253
ジェスパ 木花温泉(閉館しました),http://www.kk-plum.co.jp/gespa/,0985-58-3998,宮崎県宮崎市学園木花台南3-31
じょいくるーず　天然温泉ほんのり湯（閉館しました）,http://www.joycruise.jp/,011-764-7707,北海道札幌市北区新川2条6-5-1
泉湯（閉館しました）,,03-3623-1803,東京都墨田区業平3-9-1
あさひ温泉（閉館しました）,,0280-32-5781,茨城県古河市旭町2-9-4
極楽湯 佐賀店（閉店しました）,,0952-33-4126,佐賀県佐賀市駅前中央3-122
あまのみち温泉 森のバス（閉館しました）,http://www.morino-bus.com/onsen/,0183-78-1126,秋田県湯沢市山谷20
石橋温泉（閉館しました）,http://www.kansaicity.net/web/ishibashi/,0727-61-8691,大阪府池田市石橋1-12-8
月岡温泉 熊堂屋(閉館しました),,0254-32-2205,新潟県新発田市月岡609-8
都温泉（閉館しました）,,078-861-0918,兵庫県神戸市灘区篠原南町6-8-8
大正館（閉館しました）,http://www.taisyoukan.co.jp/,0229-83-2266,宮城県大崎市鳴子温泉新屋敷126
さくら市老人福祉センター（閉館しました）,,028-686-5047,栃木県さくら市喜連川5478
龍宮の湯（閉館しました）,,0278-56-4151,群馬県沼田市利根町大楊1086-22
日本海新聞天然温泉けんこうらんど(閉館しました),,0857-22-1126,鳥取県鳥取市立川町5-45-1
大宮大成鉄道村（閉館しました）,,,埼玉県さいたま市北区大成町4-179-3
栄湯(閉館しました),,075-781-4090,京都府京都市左京区高野蓼原町8
紅梅湯（閉館しました）,,,大阪府羽曳野市野々上5-2-2
陣川温泉（閉館しました）,http://www15.ocn.ne.jp/~jinnkawa/,0138-51-6009,北海道函館市陣川町122-7
社会保険仙台健康づくりセンター ペアーレ仙台(閉館しました),,022-304-5201,宮城県仙台市太白区長町南1-3-5
ゆけむり館 湯泉望（閉館しました）,,0287-76-2246,栃木県那須郡那須町湯本157-7
那須烏山温泉 やまびこ温泉(閉館しました),,0287-82-0026,栃木県那須烏山市横枕473-1
ホテル春日部エミナース（閉館しました）,,048-763-8111,埼玉県春日部市内牧3701-1
日新乃湯(閉館しました),,0269-33-8222,長野県下高井郡山ノ内町坂原7024 よませスキー場内
宿り木の湯（閉館しました）,,0265-47-1116,長野県下伊那郡阿智村治部坂1192
白川天然温泉 四季彩の湯（閉館しました）,,0574-72-1500,岐阜県加茂郡白川町河岐2-4
サイクル温泉ゆーサロン（閉館しました）,http://www.csc.or.jp/leisure/attraction/salon/onsen.html,0558-79-0903,静岡県伊豆市大野1826
お風呂と大衆演劇の王国 西脇健康ランドホテル（閉館しました）,,0795-23-2611,兵庫県西脇市西田町189-1
遊湯（閉館しました）,,"平日　15:30?23:00,土日　10：00?23:00",京都府京都市山科区西野八幡田町12-6
ホテル&クアハウスブランヴェール那須（閉館しました）,http://www.oyadonet.com/blancvert/,0287-76-6200,栃木県那須郡那須町湯本206
ハルナ温泉スパハウス悠遊湯（閉館しました）,,027-374-9226,群馬県高崎市榛名山八本松8-4
けんこうの里三日月（閉館しました）,,0790-79-3850,兵庫県佐用郡佐用町志文501
ゆ処こでん（閉館しました）,,0465-62-3837,神奈川県足柄下郡湯河原町宮上450-2
健康ランドゆとりの里（閉館しました）,,0854-43-4500,島根県雲南市大東町中湯石222-3
スーパー銭湯八幡温泉 ゆ吉（閉館しました）,,082-926-2611,広島県広島市佐伯区八幡東2-28-33
薬師谷温泉さがの（閉館しました）,,0895-27-3511,愛媛県宇和島市川内甲2547-1
泗水孔子温泉（閉館しました）,,0968-38-6000,熊本県菊池市泗水町福本780
パワー温泉 リフレ鶴田店（閉館しました）,http://www.yurara-onsen.com/,028-647-4126,栃木県宇都宮市鶴田町1457-2
旅館いな葉（閉館しました）,http://kshouse.jp/ito-j/,0557-35-9444,静岡県伊東市東松原町12-13
青山の湯（閉館しました）,http://www.azz.co.jp/spa-aoyama/,0569-26-2611,愛知県半田市青山2-21-8
萌芽の湯（閉館しました）,,0287-78-3480,栃木県那須郡那須町高久乙586-10
奥薬研温泉 隠れかっぱの湯（閉館しました）,,,青森県むつ市大畑町奥薬研
雲仙小地獄温泉 徳島屋旅館(閉館しました),,,長崎県雲仙市小浜町雲仙464
スーパー銭湯郡山天然温泉長寿の湯（閉館しました）,http://www.supersento.info/ver1/koriyama/index.html,024-924-4126,福島県郡山市図景2-11-22
若宮湯（閉館しました）,,045-731-1891,神奈川県横浜市南区通町4-82
万作の湯（閉館しました）,,0967-44-0247,熊本県阿蘇郡南小国町満願寺白川5972-2-1
浜の湯（閉館しました）,,03-3303-6665,東京都杉並区浜田山3-24-4
ゆっくりセンター（閉館しました）,,0287-32-5216,栃木県那須塩原市下塩原291
婆娑羅温泉（閉館しました）,,0172-69-1380,青森県青森市浪岡大字浪岡字林本65
かぶら健康センターかのさと（閉館しました）,,0274-63-8126,群馬県富岡市神農原761-1
白馬龍神温泉 湯あそび処 おぶや（閉館しました）,,0261-75-3311,長野県北安曇郡白馬村神城21396
スオミの湯 今池店（閉館しました）,,,愛知県名古屋市千種区今池5丁目7番11号
北野温泉（閉館しました）,http://www.eonet.ne.jp/~kitanoonnsenn/,075-461-3817,京都府京都市北区紫野下柏野町1の2
たから温泉（閉館いたしました）,,,富山県下新川郡朝日町境642-1
西福温泉(閉館しました),,06-6472-6538,大阪府大阪市西淀川区福町2-21-2
門真新温泉（閉館しました）,,,大阪府門真市新橋町28-19
クアハウス屈斜路(閉館しました),,015-483-2446,北海道川上郡弟子屈町サワンチサップ3-5
長崎温泉（閉館しました）,,0175-63-3166,青森県上北郡東北町外蛯沢前平79-25
みどりの湯　（閉館しました）,,0195-78-2211,岩手県八幡平市緑ヶ丘5-2-1
岩国温泉・五橋の湯（閉館しました）,,0827-44-2002,山口県岩国市川西4-1-4
花園湯（閉館しました）,,,京都府京都市右京区花園木辻南町22の8 
グリーンパーク大内山　森の家（閉館しました）,http://oouchiyama-morinoie.com/,0598-72-2288,三重県度会郡大紀町大内山3387
上桂湯（閉館しました）,http://xn--wrrw0qry6c.net/,075-381-6635,京都府京都市西京区上桂大野町22-2
虎杖浜温泉ホテル（閉館しました）,,0144-87-2731,北海道白老郡白老町虎杖浜73
新見温泉ホテル（閉館しました）,,午前10時～午後7時30分,北海道磯谷郡蘭越町新見5
立岩海底温泉（閉館しました）,,0235-43-4001,山形県鶴岡市温海雨池308-1
磐梯清水平温泉「おおるり」（スパアルツおおるり）(閉館しました),,0242-73-5300,福島県耶麻郡磐梯町更科清水平6838-2
黄門の湯（閉館しました）,,0294-70-1126,茨城県常陸太田市瑞竜町51
梅の里 九兵衛(閉館しました),http://www.9bee.jp/,0428-76-2121,東京都青梅市梅郷4-684
菊水湯（閉館しました）,,03-3815-2637,東京都文京区本郷4-30-16
大和天然温泉　らいおんハートの湯（閉店しました）,http://cascade-tokyo.com/yamato/,046-244-6693,神奈川県大和市下鶴間1777-3
洞源湖温泉 クアハウス佐久(閉館しました),,0267-63-3333,長野県佐久市前山321-3
アクアタウン ゆの森 江南店【閉店しました】,,0587-53-6966,愛知県江南市飛高町栄272
片山湯（閉館しました）,,,大阪府吹田市片山町4-14-1
阿蘇飛湯の里 龍神の湯（閉館しました）,,096-279-2266,熊本県阿蘇郡西原村河原秋田原550
松の湯（閉館しました）,,045-501-5957,神奈川県横浜市鶴見区生麦5-20-29
温泉 城堀湯（閉館しました）,,0465-62-2298,神奈川県足柄下郡湯河原町土肥1-12-5
炭酸美肌温泉 らんぷの湯 高松店(閉館しました),,097-553-288,大分県大分市高松東2-6-19
常盤湯(閉館しました）,,0474-22-4632,千葉県船橋市本町3-20-12
鶴の湯　南福岡（旧 極楽湯 南福岡店）（閉館しました）,http://xn--u9jy08pgw3a.com/?page_id=14,092-513-2777,福岡県福岡市博多区寿町1-2-36 
みたか温泉 新鷹の湯（閉館しました）,,0422-49-2683,東京都三鷹市野崎1-13-2
ぽっかぽか温泉（閉館しました）,,,青森県西津軽郡鯵ヶ沢町北浮田町字平野206-23　
湯坂温泉しゃくなげ荘（閉館しました）,,0175-22-3824,青森県むつ市田名部61
箱根強羅温泉 隠れ秘湯の宿 けやき荘（閉館しました）,http://www.keyakiso.com/,0460-82-2780,神奈川県足柄下郡箱根町強羅1300-120
板柳温泉旅館（閉館しました）,,0172-73-2152,青森県北津軽郡板柳町福野田字実田48-13
ニューいなり(閉館しました),,075-781-2679,京都府京都市左京区下鴨下川原町45
滝の湯 別館（閉館しました）,http://www.takiyu.jp/annex.html,072-467-4126,大阪府泉佐野市日根野2496-11 日根野イオン内
天然温泉コロナの湯 金沢店（閉館しました）,http://www.korona.co.jp/Onsen/knz/index.asp,076-266-5766,石川県金沢市無量寺第二土地区画整理事業内 B-20街区 アピタタウン金沢ベイ内
岡山健康ランド（閉館しました）,,086-281-2626,岡山県岡山市南区古新田1233-2
三石温泉 三石町老人福祉センター(閉館しました),,0146-34-2227,北海道日高郡新ひだか町鳧舞350
ワールド温泉牧場（閉館しました）,,01374-5-2201,北海道茅部郡森町駒ヶ岳515-11
こはくの湯（閉館しました）,http://www.kohakunoyu.com/,011-892-2683,北海道札幌市厚別区厚別西5-2-18-26
荻の湯（閉店しました）,,03-3392-3753,東京都杉並区荻窪3-46-13
ファミリー湯宴ランド 小岩（閉館しました）,,24時間（朝10：00チェックイン～翌朝9：00チェックアウト）,東京都江戸川区南小岩8-11-7
大和屋（閉館しました）,,046-241-1654,神奈川県厚木市飯山5503
貝屋温泉 さくらの湯（閉館しました）,,0254-33-3785,新潟県新発田市貝屋24-1
ゆけむりパーク湯らん銭（閉館しました）,,011-896-1126,北海道札幌市厚別区厚別南5-1
うさみ温泉（閉館しました）,http://www.samix.co.jp/onsen/,0761-22-5526,石川県小松市大領町な18
うしげの湯（閉館しました）,,0264-48-2753,長野県木曽郡王滝村東地区3189-8
ヘルシーランド奥飛騨 たるまの湯（閉館しました）,,0578-9-2223,岐阜県高山市奥飛騨温泉郷新平湯温泉
松岡豊泉閣（閉館しました）,,0567-95-5151,愛知県海部郡蟹江町西之森長瀬下65-9
天王温泉（閉館しました）,,078-511-8087,兵庫県神戸市兵庫区上三条町5-7
どじょうすくいの湯（閉館しました）,http://www.toraz.jp/yasugibushi-ya/index.htm,0854-28-6788,島根県安来市古川町467-5
美しの湯（北海道札幌）（閉館しました）,,011-888-1101,北海道札幌市清田区美しが丘3-3-8-1
川澄湯,http://aichi1010.sakura.ne.jp/mizuho/kawasumiyu.html,052-841-0492,愛知県名古屋市瑞穂区川澄町2-20
香里温泉（閉館しました）,,,大阪府寝屋川市松屋町16-14
ほてい湯（閉館しました）,,,大阪府寝屋川市春日町18-16
中条温泉 （閉館しました）,,,大阪府茨木市下中条町10-25 
北島温泉（閉館しました）,,,大阪府門真市千石西町15-14 
福徳温泉（閉館しました）,,,大阪府高槻市芝生町2-3-2
大多福湯（閉館しました）,,,大阪府堺市堺区綾之町西2-1-14 
昭和温泉（閉館しました）,,,大阪府泉大津市神明町1-13
あるごの湯,,06-6335-0035,大阪府豊中市神州町1-15
にしき湯（閉館しました）,,16:00-24:00,大阪府茨木市主原町13-3
正雀湯(閉館しました),,06-6381-9070,大阪府摂津市正雀本町1-26-12 
大塚温泉（閉館しました）,,,大阪府豊中市中桜塚5-19-30 
羽曳野温泉（閉館しました）,,,大阪府羽曳野市野之上5-15-4
天水湯(閉館しました),,078-708-1737,兵庫県神戸市垂水区天ノ下町12-9
くすのき湯（閉館しました）,,078-641-2641,兵庫県神戸市長田区西代通3-1-14
橋本湯(閉館しました),,075-981-0323,京都府八幡市橋本小金川36
寿温泉（閉館しました）,,,大阪府摂津市千里丘2-5-10 
玉造温泉（閉館しました）,http://www13.ocn.ne.jp/~chuo/sentou/tamatsukurionsen/index.html,06-6763-5247,大阪府大阪市中央区玉造1-12-7
新宮湯（閉館しました）,,,和歌山県新宮市野田5-49
友の会新温泉（閉館しました）,,,大阪府吹田市日ノ出町12-13
帝水遊(閉館しました),,0598-21-7889,三重県松阪市黒田町10
長兵衛旅館（閉館しました）,,0172-83-2151,青森県弘前市常盤野湯段萢33-2
安松温泉(閉館しました),,072-466-3980,大阪府泉佐野市新安松3-6-37
安楽湯（閉館しました）,,,大阪府八尾市高安町北1-7
緑湯（閉館しました）,,,東京都足立区千住緑町3-28-1
延命湯（閉館しました）,,,大阪府豊中市南桜塚1-6-16
玉美温泉（閉館しました）,,,大阪府東大阪市岩田町5‐13‐6
永湯 (閉館しました),,072-265-0274,大阪府高石市千代田1-15-8
びわ湖湯（閉館しました）,,077-579-2619,滋賀県大津市唐崎3-11-3
白菊温泉（閉館しました）,,14：00～26：00,大阪府門真市宮前町2-22
ニュー寿温泉（閉館しました）,,,大阪府枚方市都丘町17-33
旭湯(閉館しました),,14:30～24:00,東京都中央区佃2-12-12
初音湯（閉館しました）,,03-3821-0921,東京都台東区谷中3-10-3
末広湯（閉館しました）,,045-261-1126,神奈川県横浜市中区末吉町4-78
城山温泉（閉館しました）,,0984-37-0088,宮崎県えびの市内竪1575
くまの湯（閉館しました）,,03-3999-7310,東京都練馬区田柄5-2-20
白金温泉 ほしの灯り家 （閉館しました）,http://www.yamabenokazoku.com/,0166-68-1655,北海道上川郡美瑛町白金温泉10517-3
第一七福湯（閉館しました）,,045-742-2454,神奈川県横浜市南区東蒔田町9-12
湯らり（旧 福岡ぽかぽか温泉）（閉館しました）,,平日：朝10時～深夜１時、金土祝前日：深夜２時まで、土日祝：朝８時より営業,福岡県福岡市東区八田1-4-60 アピアリ八田内
野洲ほほえみ乃湯（閉館しました）,,077-586-2683,滋賀県野洲市小篠原2199番地
スオミの湯　四日市店（閉館しました）,,,三重県四日市市日永1-138
千代田健康センター ゆとろぎの湯【閉館しました】,http://www.chiyoda-kenkocenter.com/,0299-59-2651,茨城県かすみがうら市上稲吉1838
地方職員共済組合別府保養所 つるみ荘（閉館しました）,http://oita-ks.jp/tsurumisou/,0977-21-0101,大分県別府市田の湯町13番13号
鶴ヶ島市ふれあいセンター 鶴の里ふろいで（閉館しました）,,049-271-4126,埼玉県鶴ヶ島市大字高倉1041-2
山海館（閉館しました）,http://www.sankaikan.co.jp/,0293-42-0196,茨城県北茨城市磯原町磯原196
今池湯(閉館しました),,06-6633-0007,大阪府大阪市西成区太子2-1-11
りんどうの郷仏岩温泉（閉館しました）,,0268-41-8200,長野県小県郡長和町大門小茂ヶ谷
スパヘルス日金の湯（閉館しました）,,0465-64-2611,静岡県熱海市泉413-333
XSPA（閉館しました）,,,愛知県幡豆郡吉良町宮崎地僧坊2-1
ジオ1300スポーツ 志保の湯（閉館しました）,http://www.hotel-ivory.co.jp/index.html,06-6845-1300,大阪府豊中市本町1-11-40
伊木温泉(閉館しました）,,0855-42-0469,島根県浜田市金城町七条
鶴の湯 香椎（旧　極楽湯香椎店）（閉館しました）,http://xn--u9jy08pgw3a.com/?page_id=10,092-674-2777,福岡県福岡市東区水谷2-15-1
藤崎温泉 天望の湯（閉館しました）,,096-346-2683,熊本県熊本市坪井2-2-35 熊電プラザビル11F
シーサイドホテル 山海館（閉館しました）,,,熊本県水俣市浜4083
元湯温泉 かりまた（閉館しました）,http://www.samata-yu.jp/karimata/,0964-47-1178,熊本県下益城郡美里町安部743-1
ゆとりぴあ真野（閉館しました）,,0259-55-3175,新潟県佐渡市真野536
湯あみランド永福 （永福湯）（閉館しました）,,03-3328-4639,東京都杉並区永福4-2-10
林泉湯（閉館しました）,,03-3392-2744,東京都杉並区天沼1-13-12
西田浴泉（閉館しました）,,03-3398-3065,東京都杉並区荻窪1-40-8
ヘルシーハウス山渓園(閉館しました),http://www.sankeienn.jp/,055-288-2600,山梨県南アルプス市芦安芦倉409
かんぽの宿　三ヶ根（閉館しました）,,,愛知県西尾市東幡豆町入会山1-221
かんぽの宿 坂出（閉館しました）,,日帰り入浴ご利用時間:10時?20時（月曜・金曜は11時から）,香川県坂出市高屋町２０４８ー９１
鶴乃湯,http://aichi1010.sakura.ne.jp/atuta/turunoyu.html,052-671-7759,愛知県名古屋市熱田区千代田町1-18
芦毛沢温泉(閉館しました),,0172-44-2336,青森県平川市唐竹芦毛沢5
大釜スオミの湯（閉館しました）,,019-684-2615,岩手県岩手郡滝沢村篠木黒畑73-1
くあぷらざ宝島（閉館しました）,,019-697-7779,岩手県紫波郡矢巾町西徳田5-58-2
酒田ポートサイドリゾートSPA GARDEN（閉館しました）,,0234-26-8160,山形県酒田市本町3-10-30
ラ・フォンテ（閉館しました）,,0287-77-1234,栃木県那須郡那須町高久丙2538-82
ふるっぷ温泉（閉館しました）,,0136-33-3980,北海道虻田郡喜茂別町相川
富士見ラドンセンター(閉館しました),http://www.f-radon.com/,049-252-2626,埼玉県富士見市針ヶ谷1-16-4
観音崎 健康ラドンセンター(閉館しました),,046-843-2041,神奈川県横須賀市鴨居4-1303
中子沢温泉 羽川荘（閉館しました）,http://www.hagawasou.com/,02579-2-6627,新潟県魚沼市中子沢1372
金井温泉 金北の里（閉館しました）,,,新潟県佐渡市中興乙2822-1
とが そばの郷温泉（閉館しました）,,0763-68-2311,富山県南砺市利賀村坂上1289
穴沢温泉 松茸山荘 本館（閉館しました）,,アルカリ性温泉・アルカリ性単純温泉、炭酸水素塩泉、低温泉,長野県松本市穴沢767
菊水湯(閉館しました),,075-561-5734,京都府京都市東山区三条通南裏白川筋西入土居ノ内町456 
松竹温泉(閉館しました),,06-6723-4355,大阪府東大阪市岩田町3‐14‐42
湯けむりパーク湯楽しのろ（閉館しました）,,011-774-1126,北海道札幌市北区篠路2条7丁目5-15
道頓堀温泉【閉館しました】,,06-6211-5306,大阪府大阪市中央区高津2-3-15
第二三玉湯(閉館しました),,06-6964-5070,大阪府　大阪市城東区諏訪4-15-2
オータム天然温泉しあわせの湯II（閉館しました）,,塩化物泉,石川県 金沢市田上町40街区10番地
夢寛歩 皆生（ゆめかんぽ かいけ）,http://www.yumekanpokaike.net/index.html,0859-33-4421,鳥取県　米子市皆生新田3-1-7
美喜の湯（閉館しました）,,,大阪府四條畷市雁屋南町11-7
志摩の湯（旧 イオン志摩湯処　まねきの湯）(閉館しました),,朝10:00～23:00（最終入場22:30）,福岡県糸島市志摩津和崎29-1  イオンスーパーセンター志摩店横
湯あみの郷（閉店しました）,http://www.yuami.jp/index.php,092-951-8126,福岡県筑紫郡那珂川町片縄4-31
新高鷲温泉（閉館しました）,,,大阪府羽曳野市高鷲10-6-8
不動温泉　八女（閉館しました）,,,福岡県八女市蒲原186
下松温泉 星乃湯（閉館しました）,,0833-44-1126,山口県下松市望町１丁目１０－１
新力温泉（閉館しました）,,,大阪府東大阪市吉田3‐3‐3
古川橋温泉（閉館しました）,,,大阪府門真市御堂町3-25
ふれあいの街ファミリー（閉館しました）,,,埼玉県川口市峯873-1
日乃出湯（閉館しました）,,03-3991-9249,東京都練馬区練馬1-21-5
四季の湯（旧：ゆう湯さがの温泉）（閉館しました）,,0893-23-3877,愛媛県大洲市平野町野田1713
万才湯（閉館しました）,,,東京都港区芝5-23-16
なごみの湯（閉館しました）,,025-765-5008,新潟県中魚沼郡津南町大字芦ヶ崎乙203番地（津南観光物産館に併設）
熱海温泉 上宿新宿共同湯（閉館しました）,,,静岡県熱海市熱海市上宿町6-2
旭湯（閉館しました）,,,東京都足立区千住宮元町13-10
ジョイフルFUKUI（閉館しました）,,0776-53-6331,福井県福井市丸山1丁目
元湯 星のや（閉館しました）,http://www.kinugawa-hoshinoya.com/index.shtml,0288-77-1013,栃木県日光市藤原2
薬湯 湯遊 河童天国（閉店しました）,http://www.kappatengoku.jp/index.html,03-3905-4126,東京都北区中十条4-17-1
あづま浴泉(閉館しました),,,埼玉県草加市中央2-16-47
服部新温泉（閉館しました）,,,大阪府豊中市服部南町3-3-3
湯らくの宿 こしじ（閉館しました）,,,新潟県魚沼市葎沢768-2
花の湯（閉館しました）,,075-462-7867,京都府京都市北区等持院西町16
太郎山温泉 肌美泡（閉館しました）,,0268-28-1126,長野県上田市秋和354-3
万寿の湯（閉館しました）,,092-327-5526,福岡県糸島市志摩津和崎29-1
亀の湯（閉館しました）,,0422-53-7409,東京都武蔵野市吉祥寺本町4-27-4
武蔵野浴場（閉館しました）,,,東京都武蔵野市緑町1-6-25
瀧の湯【閉館しました】,,,北海道小樽市色内1-12
朝日温泉（閉館しました）,,03-3742-7846,東京都大田区西糀谷4-4-23
森の湯（閉館しました）,,03-3759-4703,東京都大田区矢口1-16-22
民宿 丸枝霧島荘（閉館しました）,,,鹿児島県霧島市霧島田口2247-6
いま泉天然温泉（閉館しました）,,076-493-6100,富山県富山市今泉210
和楽の郷（閉店しました）,,03-3982-4526,東京都豊島区西池袋1-2-10
鹿の子温泉 鹿の子荘（閉館しました）,,0157-54-2008,北海道常呂郡置戸町字常元
鷹羽鉱泉（閉館しました）,,025-533-6577,新潟県上越市牧区宇津俣2232
三陸四季湯彩　ますと乃湯（閉館しました）,,0193-41-2615,岩手県上閉伊郡大槌町小鎚27-32-6
極楽湯 長崎店（閉館しました）,,095-846-4126,長崎県長崎市三芳町1番1号
丸野高原 万天の湯(閉館しました),,0558-83-1154,静岡県伊豆市冷川1524-691
志木浴場（閉館しました）,http://www5a.biglobe.ne.jp/~furo/shiki/index.html,048-463-3985,埼玉県朝霞市三原2-3-15
くさぶえ温泉（閉館しました）,,017-738-9321,青森県青森市小畑沢字小杉69-12
瀬女温泉センター（閉館しました）,,076-256-7708,石川県白山市瀬戸午10
トロン温泉 うらら館（閉館しました）,,,福井県大野市南六呂師169-136
南アルプス市みどりの郷くつさわ(閉館しました),,055-288-2020,山梨県南アルプス市芦安芦倉1322
クアハウス坂井（閉館しました）,,0263-67-3000,長野県東筑摩郡筑北村坂井道平6545
バーデン八千代（閉館しました）,,0574-67-6500,岐阜県可児郡御嵩町上恵土245
新平湯温泉 古宝館（閉館しました）,http://www.kohoukan.com/,0578-89-2214,岐阜県高山市奥飛騨温泉郷新平湯温泉1758
湯元館(閉館しました),,053-545-0013,静岡県浜松市北区引佐町渋川1727
コーワレジャーランド【閉館しました】,,0567-55-1271,愛知県海部郡飛島村飛島新田竹之郷788
若松温泉（閉館しました）,,0564-71-3726,愛知県岡崎市若松町西三田ヶ入7-3
遊湯ピア（閉館しました）,,092-582-3377,福岡県福岡市博多区板付4-7-7
ウォーターワールド浮羽の湯【閉館しました】,,0943-76-3488,福岡県うきは市吉井町鷹取29-1
スーパー銭湯ユートピア大垣店（閉館しました）,,0584-81-1126,岐阜県大垣市小野3-96-3
ニューらくらく村（閉館しました）,http://www.h3.dion.ne.jp/~sakurano/rakuraku.html,096-329-9150,熊本県熊本市松尾町近津1483
観音湯（閉館しました）,,03-3398-5743,東京都杉並区阿佐谷南3-27-4
大谷温泉（閉館しました）,,0765-22-5611,富山県魚津市大海寺新6167
今江温泉元湯（いまえおんせんもとゆ）,http://ishikawaii1010.sakura.ne.jp/imaeonsen.html,0761-21-4126,石川県小松市今江町7丁目205番地
稲荷湯,,03-3691-3328,東京都葛飾区四つ木4-13-6
Book & Spa uguisu（ブック＆スパウグイス）,http://www.uguisu2016.com/,0721-23-4126,大阪府富田林市新堂2094
天使ランド（閉館しました）,,0224-37-2023,宮城県刈田郡七ヶ宿町鳥川岳32
大越温泉健康ランド（閉館しました）,,,福島県田村市大越町早稲川鬼五郎122-3
尾瀬温泉センター（閉館しました）,,0278-58-7748,群馬県利根郡片品村戸倉649
黒山温泉 東上閣（閉館しました）,,049-292-2356,埼玉県入間郡越生町黒山1188
鴨川トロン保健センター（閉館しました）,,,千葉県鴨川市西町1179
湯あそびひろば天龍泉（閉館しました）,,03-3376-1988,東京都渋谷区本町5-40-7
ラドンサウナ湯～PLAZA（閉館しました）,,03-3702-5155,東京都世田谷区奥沢6-2-2
冠峰楼（閉館しました）,http://www.onsen-navi.net/kanpouro/,0460-84-0071,神奈川県足柄下郡箱根町仙石原1251
真人天然温泉 ふれあいメゾン（閉館しました）,,0258-86-2167,新潟県小千谷市真人町甲576-5
大江戸温泉物語 伊香保,http://ikaho.ooedoonsen.jp/?utm_source=google&utm_medium=cpc&utm_campaign=adw_pc_002_046_001,0570-011-262,群馬県渋川市伊香保町伊香保592-1
